date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:59	4533/4533	---M--	200	added ('OK')	image/png	etag:%2211b5-63c31d34-d16ce76e1b1759ba;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-1.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-1.png	(from https://kmidigital.org/)
15:30:00	61958/61958	---M-Z	200	added ('OK')	text/html	etag:%2212890-1745144999;gz%22	https://kmidigital.org/music-distribution-and-monetization/	C:/My%20Web%20Sites/kmi/kmidigital.org/music-distribution-and-monetization/index.html	(from https://kmidigital.org/)
15:30:00	4896/4896	---M--	200	added ('OK')	image/png	etag:%221320-63c31d34-7bce016402b23cba;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-2.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-2.png	(from https://kmidigital.org/)
15:30:00	62493/62493	---MCZ	200	added ('OK')	text/html	etag:%2212879-1745144333;gz%22	https://kmidigital.org/dealing-with-royalties-and-copyrights/	C:/My%20Web%20Sites/kmi/kmidigital.org/dealing-with-royalties-and-copyrights/index.html	(from https://kmidigital.org/)
15:30:00	64217/64217	---M-Z	200	added ('OK')	text/html	etag:%2212891-1745145000;gz%22	https://kmidigital.org/revamping-your-brand-with-our-merchandising/	C:/My%20Web%20Sites/kmi/kmidigital.org/revamping-your-brand-with-our-merchandising/index.html	(from https://kmidigital.org/)
15:30:00	5413/5413	---M--	200	added ('OK')	image/png	etag:%221525-63c31d34-c6d84d6b9f3e9c2f;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-3.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-3.png	(from https://kmidigital.org/)
15:30:00	67977/67977	---M-Z	200	added ('OK')	text/html	etag:%2212892-1745145000;gz%22	https://kmidigital.org/our-mobile-vas/	C:/My%20Web%20Sites/kmi/kmidigital.org/our-mobile-vas/index.html	(from https://kmidigital.org/)
15:30:01	68015/68015	---M-Z	200	added ('OK')	text/html	etag:%2212893-1745145000;gz%22	https://kmidigital.org/artist-verification/	C:/My%20Web%20Sites/kmi/kmidigital.org/artist-verification/index.html	(from https://kmidigital.org/)
15:30:01	4996/4996	---M--	200	added ('OK')	image/png	etag:%221384-63c31d34-28e0b21b2c0cafa3;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-4.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-4.png	(from https://kmidigital.org/)
15:30:01	5061/5061	---M--	200	added ('OK')	image/png	etag:%2213c5-63c31d35-2a9c72a900392eb8;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-5.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-5.png	(from https://kmidigital.org/)
15:30:01	4578/4578	---M--	200	added ('OK')	image/png	etag:%2211e2-63c31d35-f68e73d1ee7fb96b;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-6.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-6.png	(from https://kmidigital.org/)
15:30:02	3909/3909	---M--	200	added ('OK')	image/png	etag:%22f45-63c31d35-54d1de1cd9542427;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-7.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-7.png	(from https://kmidigital.org/)
15:30:02	3904/3904	---M--	200	added ('OK')	image/png	etag:%22f40-63c31d35-6d0d7e3dde34b265;;;%22	https://kmidigital.org/wp-content/uploads/2021/04/logo-8.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2021/04/logo-8.png	(from https://kmidigital.org/)
15:30:02	5873/5873	---M--	200	added ('OK')	image/jpeg	etag:%2216f1-642705f9-f2cf47ff24ab2807;;;%22	https://kmidigital.org/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-31-at-9.08.34-PM-1.jpeg	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-31-at-9.08.34-PM-1.jpg	(from https://kmidigital.org/)
15:30:02	5929/5929	---M--	200	added ('OK')	image/jpeg	etag:%221729-64270613-7c8c13ed3db49f3;;;%22	https://kmidigital.org/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-31-at-9.08.34-PM.jpeg	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-31-at-9.08.34-PM.jpg	(from https://kmidigital.org/)
15:30:03	38983/38983	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Apr%202025%2010:30:03%20GMT	https://kmidigital.org/MW%20Developers	C:/My%20Web%20Sites/kmi/kmidigital.org/MW%20Developers	(from https://kmidigital.org/)
15:30:03	128069/128069	---M--	200	added ('OK')	image/png	etag:%221f445-648da1c0-aa8845ece543e0aa;;;%22	https://kmidigital.org/wp-content/uploads/2023/06/KMI-For-Web-1.png	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/uploads/2023/06/KMI-For-Web-1.png	(from https://kmidigital.org/)
15:30:04	11117/11117	---M-Z	200	added ('OK')	application/x-javascript	etag:%222b6d-65606254-3f95d279ca20febb;gz%22	https://kmidigital.org/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.3	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/contact-form-7/includes/swv/js/indexc8d8.js	(from https://kmidigital.org/)
15:30:04	13182/13182	---M-Z	200	added ('OK')	application/x-javascript	etag:%22337e-65606254-94a5f8f968c6b2cd;gz%22	https://kmidigital.org/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.3	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/contact-form-7/includes/js/indexc8d8.js	(from https://kmidigital.org/)
15:30:04	9023/9023	---M-Z	200	added ('OK')	application/x-javascript	etag:%22233f-665242be-36ce835b8f6e4d25;gz%22	https://kmidigital.org/wp-content/plugins/wp-statistics/assets/js/tracker.js?ver=14.7	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/wp-statistics/assets/js/trackerb997.js	(from https://kmidigital.org/)
15:30:05	3601/3601	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e11-63c31b57-33fa50fcef6674d1;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/jquery.easing.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/jquery.easing.min6c17.js	(from https://kmidigital.org/)
15:30:05	1438/1438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2259e-63c31b57-2868e1b210741838;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/jquery.inview.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/jquery.inview.min6c17.js	(from https://kmidigital.org/)
15:30:05	18857/18857	---M-Z	200	added ('OK')	application/x-javascript	etag:%2249a9-63c31b57-e7b3649e1ef23671;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/popper.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/popper.min6c17.js	(from https://kmidigital.org/)
15:30:06	59729/59729	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e951-63c31b57-a15b672186022239;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/bootstrap.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/bootstrap.min6c17.js	(from https://kmidigital.org/)
15:30:06	21626/21626	---M-Z	200	added ('OK')	application/x-javascript	etag:%22547a-63c31b58-bea305221dda18a7;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/ponyfill.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/ponyfill.min6c17.js	(from https://kmidigital.org/)
15:30:06	138754/138754	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221e02-63c31b58-53c46322732a26af;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/slider.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/slider.min6c17.js	(from https://kmidigital.org/)
15:30:06	14522/14522	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238ba-63c31b57-8e3d75b31f9477f1;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/animation.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/animation.min6c17.js	(from https://kmidigital.org/)
15:30:07	4173/4173	---M-Z	200	added ('OK')	application/x-javascript	etag:%22104d-63c31b57-19593114f22e177;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/progress-radial.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/progress-radial.min6c17.js	(from https://kmidigital.org/)
15:30:07	5027/5027	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a3-63c31b57-821ba3c203954dd1;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/bricklayer.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/bricklayer.min6c17.js	(from https://kmidigital.org/)
15:30:07	49675/49675	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c20b-63c31b57-a0974d4029f6825e;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/gallery.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/gallery.min6c17.js	(from https://kmidigital.org/)
15:30:08	20405/20405	---M-Z	200	added ('OK')	application/x-javascript	etag:%224fb5-63c31b57-f217a74d002eb1ee;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/shuffle.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/shuffle.min6c17.js	(from https://kmidigital.org/)
15:30:08	22801/22801	---M-Z	200	added ('OK')	application/x-javascript	etag:%225911-63c31b57-94f089dacf66d767;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/particles.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/particles.min6c17.js	(from https://kmidigital.org/)
15:30:08	9171/9171	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223d3-63c31b57-ca53f31b7ca1ef5b;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/vendor/cookie-notice.min.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/vendor/cookie-notice.min6c17.js	(from https://kmidigital.org/)
15:30:09	41483/41483	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a20b-63c31b58-3b1a390b4d30333a;gz%22	https://kmidigital.org/wp-content/themes/leverage/assets/js/main.js?ver=2.1.9	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/themes/leverage/assets/js/main6c17.js	(from https://kmidigital.org/)
15:30:09	2981/2981	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ba5-63c31b04-33247d8a0d902545;gz%22	https://kmidigital.org/wp-includes/js/comment-reply.min.js?ver=6.4.5	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-includes/js/comment-reply.min75e4.js	(from https://kmidigital.org/)
15:30:09	9223/9223	---M-Z	200	added ('OK')	application/x-javascript	etag:%222407-6560625e-9170c7ef7289db8e;gz%22	https://kmidigital.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.8.18	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.mina774.js	(from https://kmidigital.org/)
15:30:10	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-656062a4-2e2217f4bce9bb67;gz%22	https://kmidigital.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.3	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min8864.js	(from https://kmidigital.org/)
15:30:10	60151/60151	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eaf7-656062a3-51ba9a6549fe0e0;gz%22	https://kmidigital.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.3	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/elementor/assets/js/frontend-modules.min8864.js	(from https://kmidigital.org/)
15:30:10	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-656062a4-c27cc1d5177fd2c1;gz%22	https://kmidigital.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kmidigital.org/)
15:30:11	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-65606225-3011d2604b3c2a13;gz%22	https://kmidigital.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://kmidigital.org/)
15:30:11	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	etag:%229df4-656062a3-9ba5f3ffc1713fe0;gz%22	https://kmidigital.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from https://kmidigital.org/)
15:30:11	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-63c31b04-5f90c7679e16c123;gz%22	https://kmidigital.org/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-includes/js/underscore.mind584.js	(from https://kmidigital.org/)
15:30:12	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-63c31b04-2fd648b04132f87e;gz%22	https://kmidigital.org/wp-includes/js/wp-util.min.js?ver=6.4.5	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-includes/js/wp-util.min75e4.js	(from https://kmidigital.org/)
15:30:12	771/771	---M-Z	200	added ('OK')	application/x-javascript	etag:%22303-6560628b-d8b6f87e4d881264;gz%22	https://kmidigital.org/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.4.1	C:/My%20Web%20Sites/kmi/kmidigital.org/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minda65.js	(from https://kmidigital.org/)
